"Season","Sector","Category","Crop","QueryType","QueryText","KccAns","StateName","DistrictName","BlockName","CreatedOn"
"JAYAD","AGRICULTURE","Others","Others","Government Schemes","asking about new introducing app for farmers","recommended for kisan suvidha app","PUDUCHERRY","KARAIKAL","Thirunallar","2016-05-11 13:45:52.153"
"JAYAD","AGRICULTURE","Pulses","Black Gram (urd bean)","	Plant Protection	","Semilooper in blackgram","Recommended for spray neem oil 5 ml / lit","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-11 14:19:04.477"
"JAYAD","AGRICULTURE","Others","Others","Weather","asking about weather report information","recommended for cloudy weather and possibility of rain fall","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-11 22:01:06.600"
"JAYAD","HORTICULTURE","Fruits","Guava","Cultural Practices","asking about  guava flower drop management","recommended for spray Plano fix 5 ml  / 10 lit of water.","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-12 14:22:46.530"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Nutrient Management","Cotton flower drop","recommended for spray cotton plus 2.5 kg/ac.","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-13 11:19:18.483"
"JAYAD","HORTICULTURE","Flowers","Jasmine","	Plant Protection	","growth regulator spray for jasmine","recommended for spray nitrobenzene 2 ml/lit of water","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-13 11:37:38.460"
"JAYAD","AGRICULTURE","Oilseeds","Groundnut (pea nut/mung phalli)","Varieties","suitable varieties of groundnut","recommended for groundnut varieties are TMV 7, VRI 2, VRIGn 5, VRI Gn 6,TMVGn 13","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-13 12:19:43.990"
"JAYAD","AGRICULTURE","Pulses","Black Gram (urd bean)","Market Information","asking about Villupuram black gram market rate","Recommended for Villupuram black gram market rate : 11869 - 12169 Rs./Quintal (14.05.2016)","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-14 10:48:52.497"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","mealy bug in cotton","Recommended for spray profenophos 2 ml + acephate 1g  /lit of water","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-14 20:13:43.160"
"JAYAD","HORTICULTURE","Fruits","Citrus","Nutrient Management","Growth regulator for citrus","Recommended for spray 2, 4 – D 1 g/ 50 lit of water","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-15 09:14:31.817"
"JAYAD","AGRICULTURE","Others","Others","	Plant Protection	","Mealy bug management in home garden","Recommended for neem oil 3 ml or fish oil rosin soap 25g/litre of water","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-17 12:38:22.957"
"JAYAD","AGRICULTURE","Millets","Sorghum (Jowar/Great Millet)","Seeds","sowing season and variety for sorghum","Recommended for the season is Adipattam CO (S) 28, TNAU SORGHUM variety CO 30, K Tall, BSR 1, TNAU SORGHUM HYBRID CO 5","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-17 18:55:47.240"
"JAYAD","AGRICULTURE","Others","Others","Weather","asking about cuddalore district rainfall information","recommended for having heavy rain today","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-18 21:31:10.097"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Cultural Practices","asking  about cotton foliar spray information","recommended for spray DAP 20 g / lit of water.","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-20 16:04:29.677"
"JAYAD","AGRICULTURE","Others","Others","Weather","Asking about Weather report for karaikal district","Recommended for today having no rain occurring .","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-21 19:35:17.340"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","root rot management in cotton","Recommended for soil application of Trichoderma viride 1 kg + 20 sand /ac","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-23 07:57:09.533"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","asking for the fertilizer requirement in paddy","recommended for application of 30 kg Ammonium sulphate+ 20 kg potash + 5 kg neem cake per acre","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-23 16:50:57.803"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Market Information","market price of paddy","recommended for market price of paddy is rs.1107-1220/quintal","PUDUCHERRY","KARAIKAL","Nedungadu","2016-05-23 17:42:52.053"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","root rot in cotton","Recommended for soil drenching for copper oxy chloride 2.5 g /lit of water","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-23 20:46:28.140"
"JAYAD","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Credit","Asked about Dairy loan information","recommended for contact to nationalized bank level in near by area","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-24 11:02:10.210"
"JAYAD","AGRICULTURE","Others","Others","Weed Management","asking about weed management for wasteland","recommended for spray glyphosate 10 ml and 20 g ammonium sulphate / litre of water.","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-24 17:39:04.967"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","Top dressing fertilizer application in paddy","Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / acre","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-27 09:07:12.430"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","asking about paddy weed management","recommended for pendimethilin 800 ml mixed with 20 kg of sand on 3rd DAP","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-27 17:30:20.213"
"JAYAD","AGRICULTURE","Others","Others","Weather","Asked about weather report for Puducherry","Recommended weather report for Puducherry have a chance of rainfall with cloudy weather","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-27 19:57:23.783"
"JAYAD","AGRICULTURE","Pulses","Black Gram (urd bean)","Seeds","asking for the black gram varieties suitable for the season","recommended for the varieties Vamban 4,5 , 7 and 8","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-28 18:34:37.283"
"JAYAD","AGRICULTURE","Pulses","Black Gram (urd bean)","Market Information","Villupuram black gram market rate","Recommended for  Villupuram black gram market rate Rs 10089-11782/ quintal","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-29 17:40:59.633"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Nutrient Management","Flower drop in cotton","Recommended for spray planofix 2 ml/10 litre of water.","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-30 16:28:24.287"
"JAYAD","AGRICULTURE","Fiber Crops","Cotton (Kapas)","Nutrient Management","asking about cotton flower drop management","recommended for spray Plano fix 5 ml  / 10  lit of water.","PUDUCHERRY","KARAIKAL","Nedungadu","2016-05-30 18:18:23.577"
"JAYAD","AGRICULTURE","Others","Others","Soil Testing","Soil testing in agriculture","Recommended for contact to assistant director of agriculture , karaikaal, puduchery","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-30 20:58:19.350"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Weed Management","weed management for paddy (Direct wet seeded rice)","Recommended for spray Pritilachlor 600 ml/ ac on 8th day after sowing","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-31 18:30:47.110"
"JAYAD","ANIMAL HUSBANDRY","Animal","POULTRY  FARM ","Livestock Products Processing and Packaging","Nagapattinam District Veterinary University Training and Research Centre contact number","Recommended for Nagapattinam District Veterinary University Training and Research Centre contact number  phone :04365-224123","PUDUCHERRY","KARAIKAL","KARAIKAL","2016-05-31 18:45:58.090"
